lower,upper,g
1.17515135635509,0,2
1.17774912972683,0,1
1.18034690309857,0,2
1.18294467647032,0,1
1.18554244984206,0,2
1.18814022321381,0,1
1.19073799658555,0,2
1.1933357699573,0,1
1.19593354332904,0,2
1.19853131670079,0,1
1.20112909007253,0,2
1.20372686344428,0,1
1.20632463681602,0,2
1.20892241018777,0,1
1.21152018355951,0,2
1.21411795693125,0,1
1.216715730303,0,2
1.21931350367474,0,1
1.22191127704649,0,2
1.22450905041823,0,1
1.22710682378998,0,2
1.22970459716172,0,1
1.23230237053347,0,2
1.23490014390521,0,1
1.23749791727696,0,2
1.2400956906487,0,1
1.24269346402045,0,2
1.24529123739219,0,1
1.24788901076393,0,2
1.25048678413568,0,1
1.25308455750742,0,2
1.25568233087917,0,1
1.25828010425091,0,2
1.26087787762266,0,1
1.2634756509944,0,2
1.26607342436615,0,1
1.26867119773789,0,2
1.27126897110964,0,1
1.27386674448138,0,2
1.27646451785313,0,1
1.27906229122487,0,2
1.28166006459661,0,1
1.28425783796836,0,2
1.2868556113401,0,1
1.28945338471185,0,2
1.29205115808359,0,1
1.29464893145534,0,2
1.29724670482708,0,1
1.29984447819883,0,2
1.30244225157057,0,1
1.30504002494232,0,2
1.30763779831406,0,1
1.31023557168581,0,2
1.31283334505755,0,1
1.31543111842929,0,2
1.31802889180104,0,1
1.32062666517278,0,2
1.32322443854453,0,1
1.32582221191627,0,2
1.32841998528802,0,1
1.33101775865976,0,2
1.33361553203151,0,1
1.33621330540325,0,2
1.338811078775,0,1
1.34140885214674,0,2
1.34400662551849,0,1
1.34660439889023,0,2
1.34920217226197,0,1
1.35179994563372,0,2
1.35439771900546,0,1
1.35699549237721,0,2
1.35959326574895,0,1
1.3621910391207,0,2
1.36478881249244,0,1
1.36738658586419,0,2
1.36998435923593,0,1
1.37258213260768,0,2
1.37517990597942,0,1
1.37777767935117,0,2
1.38037545272291,0,1
1.38297322609465,0,2
1.3855709994664,0,1
1.38816877283814,0,2
1.39076654620989,0,1
1.39336431958163,0,2
1.39596209295338,0,1
1.39855986632512,0,2
1.40115763969687,0,1
1.40375541306861,0,2
1.40635318644036,0,1
1.4089509598121,0,2
1.41154873318385,0,1
1.41414650655559,0,2
1.41674427992733,0,1
1.41934205329908,0,2
1.42193982667082,0,1
1.42453760004257,0,2
1.42713537341431,0,1
1.42973314678606,0,2
1.4323309201578,0,1
1.43492869352955,0,2
1.43752646690129,0,1
1.44012424027304,0,2
1.44272201364478,0,1
1.44531978701653,0,2
1.44791756038827,0,1
1.45051533376001,0,2
1.45311310713176,0,1
1.4557108805035,0,2
1.45830865387525,0,1
1.46090642724699,0,2
1.46350420061874,0,1
1.46610197399048,0,2
1.46869974736223,0,1
1.47129752073397,0,2
1.47389529410572,0,1
1.47649306747746,0,2
1.47909084084921,0,1
1.48168861422095,0,2
1.48428638759269,0,1
1.48688416096444,0,2
1.48948193433618,0,1
1.49207970770793,0,2
1.49467748107967,0,1
1.49727525445142,0,2
1.49987302782316,0,1
1.50247080119491,0,2
1.50506857456665,0,1
1.5076663479384,0,2
1.51026412131014,0,1
1.51286189468189,0,2
1.51545966805363,0,1
1.51805744142538,0,2
1.52065521479712,0,1
1.52325298816886,0,2
1.52585076154061,0,1
1.52844853491235,0,2
1.5310463082841,0,1
1.53364408165584,0,2
1.53624185502759,0,1
1.53883962839933,0,2
1.54143740177108,0,1
1.54403517514282,0,2
1.54663294851457,0,1
1.54923072188631,0,2
1.55182849525805,0,1
1.5544262686298,0,2
1.55702404200154,0,1
1.55962181537329,0,2
1.56221958874503,0,1
1.56481736211678,0,2
1.56741513548852,0,1
1.57001290886027,0,2
1.57261068223201,0,1
1.57520845560376,0,2
1.5778062289755,0,1
1.58040400234725,0,2
1.58300177571899,0,1
1.58559954909074,0,2
1.58819732246248,0,1
1.59079509583422,0,2
1.59339286920597,0,1
1.59599064257771,0,2
1.59858841594946,0,1
1.6011861893212,0,2
1.60378396269295,0,1
1.60638173606469,0,2
1.60897950943644,0,1
1.61157728280818,0,2
1.61417505617993,0,1
1.61677282955167,0,2
1.61937060292342,0,1
1.62196837629516,0,2
1.6245661496669,0,1
1.62716392303865,0,2
1.62976169641039,0,1
1.63235946978214,0,2
1.63495724315388,0,1
1.63755501652563,0,2
1.64015278989737,0,1
1.64275056326912,0,2
1.64534833664086,0,1
1.64794611001261,0,2
1.65054388338435,0,1
1.6531416567561,0,2
1.65573943012784,0,1
1.65833720349958,0,2
1.66093497687133,0,1
1.66353275024307,0,2
1.66613052361482,0,1
1.66872829698656,0,2
1.67132607035831,0,1
1.67392384373005,0,2
1.6765216171018,0,1
1.67911939047354,0,2
1.68171716384529,0,1
1.68431493721703,0,2
1.68691271058878,0,1
1.68951048396052,0,2
1.69210825733226,0,1
1.69470603070401,0,2
1.69730380407575,0,1
1.6999015774475,0,2
1.70249935081924,0,1
1.70509712419099,0,2
1.70769489756273,0,1
1.71029267093448,0,2
1.71289044430622,0,1
1.71548821767797,0,2
1.71808599104971,0,1
1.72068376442146,0,2
1.7232815377932,0,1
1.72587931116494,0,2
1.72847708453669,0,1
1.73107485790843,0,2
1.73367263128018,0,1
1.73627040465192,0,2
1.73886817802367,0,1
1.74146595139541,0,2
1.74406372476716,0,1
1.7466614981389,0,2
1.74925927151065,0,1
1.75185704488239,0,2
1.75445481825414,0,1
1.75705259162588,0,2
1.75965036499762,0,1
1.76224813836937,0,2
1.76484591174111,0,1
1.76744368511286,0,2
1.7700414584846,0,1
1.77263923185635,0,2
1.77523700522809,0,1
1.77783477859984,0,2
1.78043255197158,0,1
1.78303032534333,0,2
1.78562809871507,0,1
1.78822587208682,0,2
1.79082364545856,0,1
1.7934214188303,0,2
1.79601919220205,0,1
1.79861696557379,0,2
1.80121473894554,0,1
1.80381251231728,0,2
1.80641028568903,0,1
1.80900805906077,0,2
1.81160583243252,0,1
1.81420360580426,0,2
1.81680137917601,0,1
1.81939915254775,0,2
1.8219969259195,0,1
1.82459469929124,0,2
1.82719247266298,0,1
1.82979024603473,0,2
1.83238801940647,0,1
1.83498579277822,0,2
1.83758356614996,0,1
1.84018133952171,0,2
1.84277911289345,0,1
1.8453768862652,0,2
1.84797465963694,0,1
1.85057243300869,0,2
1.85317020638043,0,1
1.85576797975218,0,2
1.85836575312392,0,1
1.86096352649566,0,2
1.86356129986741,0,1
1.86615907323915,0,2
1.8687568466109,0,1
1.87135461998264,0,2
1.87395239335439,0,1
1.87655016672613,0,2
1.87914794009788,0,1
1.88174571346962,0,2
1.88434348684137,0,1
1.88694126021311,0,2
1.88953903358486,0,1
1.8921368069566,0,2
1.89473458032834,0,1
1.89733235370009,0,2
1.89993012707183,0,1
1.90252790044358,0,2
1.90512567381532,0,1
1.90772344718707,0,2
1.91032122055881,0,1
1.91291899393056,0,2
1.9155167673023,0,1
1.91811454067405,0,2
1.92071231404579,0,1
1.92331008741754,0,2
1.92590786078928,0,1
1.92850563416102,0,2
1.93110340753277,0,1
1.93370118090451,0,2
1.93629895427626,0,1
1.938896727648,0,2
1.94149450101975,0,1
1.94409227439149,0,2
1.94669004776324,0,1
1.94928782113498,0,2
1.95188559450673,0,1
1.95448336787847,0,2
1.95708114125022,0,1
1.95967891462196,0,2
1.96227668799371,0,1
1.96487446136545,0,2
1.96747223473719,0,1
1.97007000810894,0,2
1.97266778148068,0,1
1.97526555485243,0,2
1.97786332822417,0,1
1.98046110159592,0,2
1.98305887496766,0,1
1.98565664833941,0,2
1.98825442171115,0,1
1.9908521950829,0,2
1.99344996845464,0,1
1.99604774182638,0,2
1.99864551519813,0,1
2.00124328856987,0,2
2.00384106194162,0,1
2.00643883531336,0,2
2.00903660868511,0,1
2.01163438205685,0,2
2.0142321554286,0,1
2.01682992880034,0,2
